,year,state,state_po,FIPS,county,party,won_proportion
341,2008,Florida,FL,12101,Pasco,democrat,0.47665521767054814
342,2008,Florida,FL,12103,Pinellas,democrat,0.5359565016555791
343,2008,Florida,FL,12105,Polk,democrat,0.4650721103772776
344,2008,Florida,FL,12107,Putnam,democrat,0.3990232431943565
345,2008,Florida,FL,12109,St. Johns,democrat,0.3381485960470126
346,2008,Florida,FL,12111,St. Lucie,democrat,0.5566889756922847
347,2008,Florida,FL,12113,Santa Rosa,democrat,0.2555621185272691
348,2008,Florida,FL,12115,Sarasota,democrat,0.4952231219225186
349,2008,Florida,FL,12117,Seminole,democrat,0.4824546492144054
350,2008,Florida,FL,12119,Sumter,democrat,0.3612793648195138
351,2008,Florida,FL,12121,Suwannee,democrat,0.27833767410259314
352,2008,Florida,FL,12123,Taylor,democrat,0.2992739696775571
353,2008,Florida,FL,12125,Union,democrat,0.24578997161778618
354,2008,Florida,FL,12127,Volusia,democrat,0.5241280595839622
355,2008,Florida,FL,12129,Wakulla,democrat,0.3694351697273233
356,2008,Florida,FL,12131,Walton,democrat,0.26525179324114473
357,2008,Florida,FL,12133,Washington,democrat,0.2572095948252628
358,2008,Georgia,GA,13001,Appling,democrat,0.2638650657518582
359,2008,Georgia,GA,13003,Atkinson,democrat,0.32300275482093666
360,2008,Georgia,GA,13005,Bacon,democrat,0.207465718638903
361,2008,Georgia,GA,13007,Baker,democrat,0.5014819205690575
362,2008,Georgia,GA,13009,Baldwin,democrat,0.5192598415673944
363,2008,Georgia,GA,13011,Banks,democrat,0.16455696202531644
364,2008,Georgia,GA,13013,Barrow,democrat,0.27080790822553086
365,2008,Georgia,GA,13015,Bartow,democrat,0.26769733743385143
366,2008,Georgia,GA,13017,Ben Hill,democrat,0.42909211398277003
367,2008,Georgia,GA,13019,Berrien,democrat,0.22809737943867267
368,2008,Georgia,GA,13021,Bibb,democrat,0.5874367164898746
369,2008,Georgia,GA,13023,Bleckley,democrat,0.27213567343719186
370,2008,Georgia,GA,13025,Brantley,democrat,0.17826987414369921
371,2008,Georgia,GA,13027,Brooks,democrat,0.4304144492823738
372,2008,Georgia,GA,13029,Bryan,democrat,0.2830673413779681
373,2008,Georgia,GA,13031,Bulloch,democrat,0.400752508361204
374,2008,Georgia,GA,13033,Burke,democrat,0.5436318304591731
375,2008,Georgia,GA,13035,Butts,democrat,0.3371466285337147
376,2008,Georgia,GA,13037,Calhoun,democrat,0.6069651741293532
377,2008,Georgia,GA,13039,Camden,democrat,0.37941933973308356
378,2008,Georgia,GA,13043,Candler,democrat,0.34366117111995453
379,2008,Georgia,GA,13045,Carroll,democrat,0.3295323922938986
380,2008,Georgia,GA,13047,Catoosa,democrat,0.24595852384062705
381,2008,Georgia,GA,13049,Charlton,democrat,0.3248303934871099
382,2008,Georgia,GA,13051,Chatham,democrat,0.5692683103829895
383,2008,Georgia,GA,13053,Chattahoochee,democrat,0.5021173623714459
384,2008,Georgia,GA,13055,Chattooga,democrat,0.3125075237751294
385,2008,Georgia,GA,13057,Cherokee,democrat,0.23834406859190377
386,2008,Georgia,GA,13059,Clarke,democrat,0.6502087453306965
387,2008,Georgia,GA,13061,Clay,democrat,0.6104166666666667
388,2008,Georgia,GA,13063,Clayton,democrat,0.8299342303747058
389,2008,Georgia,GA,13065,Clinch,democrat,0.366839762611276
390,2008,Georgia,GA,13067,Cobb,democrat,0.44767375508806634
391,2008,Georgia,GA,13069,Coffee,democrat,0.34996726558521857
392,2008,Georgia,GA,13071,Colquitt,democrat,0.3080759211016003
393,2008,Georgia,GA,13073,Columbia,democrat,0.2836985781648028
394,2008,Georgia,GA,13075,Cook,democrat,0.35151617821446723
395,2008,Georgia,GA,13077,Coweta,democrat,0.28984668247773065
396,2008,Georgia,GA,13079,Crawford,democrat,0.34961832061068704
397,2008,Georgia,GA,13081,Crisp,democrat,0.40860927152317883
398,2008,Georgia,GA,13083,Dade,democrat,0.2515605493133583
399,2008,Georgia,GA,13085,Dawson,democrat,0.1636254261078805
400,2008,Georgia,GA,13087,Decatur,democrat,0.42645074224021595
401,2008,Georgia,GA,13089,DeKalb,democrat,0.7899261870115203
402,2008,Georgia,GA,13091,Dodge,democrat,0.3160009741841208
403,2008,Georgia,GA,13093,Dooly,democrat,0.5139423076923076
404,2008,Georgia,GA,13095,Dougherty,democrat,0.6727848427122484
405,2008,Georgia,GA,13097,Douglas,democrat,0.5051467784979031
406,2008,Georgia,GA,13099,Early,democrat,0.4879100281162137
407,2008,Georgia,GA,13101,Echols,democrat,0.16933445661331087
408,2008,Georgia,GA,13103,Effingham,democrat,0.24296121283717267
409,2008,Georgia,GA,13105,Elbert,democrat,0.40471323794637487
410,2008,Georgia,GA,13107,Emanuel,democrat,0.3722397476340694
